319952025;;;;1982105;B2B - Bucle;Concluído;B2B GPON;31995;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/03/2025;
2699382;;;;RUA LÁ SALLE I65 - PRCTA_O1C15;OSP Regional;Supervisor Cidade;EMERGENCIAL;32063;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;; $13 481,68 ;01/05/2025;
2699380;;;;PROFESSOR ALGACYR;OSP Regional;Concluído;MANUTENÇÃO PREVENTIVA CTA;32065;SAM - CONCLUIDO;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);FATURAMENTO OBERDAN;Atividade Concluida no campo ;Não se aplica ; $5 974,97 ;01/04/2025;
Pendente ID;;;;JOÃO BETTEGA ;OSP Regional;Aguardando Fechamento;MANUTENÇÃO PREVENTIVA CTA;32072;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);Não se aplica; $10 057,78 ;;
2699386;;;;HIMÉRIO LUGARINI;OSP Regional;Concluído;EMERGENCIAL;32073;SAM - CONCLUIDO;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;; $430,45 ;01/04/2025;
320662025;;;;1-911203150968;B2B - Bucle;Concluído;B2B GPON;32066;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320672025;;;;1-917793162063;B2B - Bucle;Concluído;B2B GPON;32067;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320682025;;;;1-917944718372;B2B - Bucle;Concluído;B2B GPON;32068;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320702025;;;;1984252;B2B - Bucle;Concluído;B2B GPON;32070;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
551907;;;;PRCTA_O1C22;OSP Control;Draft - Enviado para a Fila Cidade;APAGADO COBRE;31900;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Pendente Execução- TLSV;OS não gerada; $15 829,12 ;;
551905;;;;PRCTA_O1A87;OSP Control;Área de Contrato;APAGADO COBRE;;PENDENTE ANEXAR NO SAM;#N/D;;Atividade Pendente Execução- TLSV;OS não gerada;;;
551906;;;;PRSJP_O1A09;OSP Control;Draft - Enviado para a Fila Cidade;APAGADO COBRE;32234;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);;Atividade Concluida no campo ;OS não gerada; $6 727,47 ;;
Notificação copel;;;;PRCTA_G1I36;OSP Regional;Aguardando Fechamento;MANUTENÇÃO PREVENTIVA CTA;32086;SAM - PENDENTE VIVO;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);FATURAMENTO OBERDAN;Atividade Concluida no campo ;Não se aplica; $2 307,79 ;;
320922025;;;;1947505;B2B - Bucle;Concluído;B2B GPON;32092;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
321022025;;;;1-918389192602;B2B - Bucle;Concluído;B2B GPON;32102;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
321032025;;;;1-917169323469;B2B - Bucle;Concluído;B2B GPON;32103;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
321042025;;;;1-917784303906;B2B - Bucle;Concluído;B2B GPON;32104;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
321052025;;;;1-918407221352;B2B - Bucle;Concluído;B2B GPON;32105;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
321092025;;;;1-913489822187  ;B2B - Bucle;Concluído;B2B GPON;32109;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320742025;;;;1-912635737595;B2B - Bucle;Concluído;B2B GPON;32074;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320752025;;;;1-913052571232;B2B - Bucle;Concluído;B2B GPON;32075;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320762025;;;;1-913211053519;B2B - Bucle;Concluído;B2B GPON;32076;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
320772025;;;;1-914246081636;B2B - Bucle;Concluído;B2B GPON;32077;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1904972;;;;320782025;B2B - Bucle;Concluído;B2B GPON;32078;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1943636;;;;320712025;B2B - Bucle;Concluído;B2B GPON;32071;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1969035;;;;320792025;B2B - Bucle;Concluído;B2B GPON;32079;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1961168;;;;320802025;B2B - Bucle;Concluído;B2B GPON;32080;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1990416;;;;321132025;B2B - Bucle;Concluído;B2B GPON;32113;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1-918674116540;;;;321202025;B2B - Bucle;Concluído;B2B GPON;32120;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1-918781514609;;;;321222025;B2B - Bucle;Concluído;B2B GPON;32122;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1-918500326076;;;;321232025;B2B - Bucle;Concluído;B2B GPON;32123;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
547967;;;;G1M08_ALÍVIO;OSP Control;Concluído;ALIVIO-CONSTRUÇÃO;32124;SAM - FATURADO ;65852 - PR - TLO - VIVO - SUBCONTRATACOES (TLSV);SULTECH;Atividade Concluida no campo ;321242025; $5 012,29 ;01/04/2025;
1988095;;;;321372025;B2B - Bucle;Concluído;B2B GPON;32137;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1987194;;;;321382025;B2B - Bucle;Concluído;B2B GPON;32138;SAM - CONCLUIDO;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
1991011;;;;321442025;B2B - Bucle;Concluído;B2B GPON;32144;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/04/2025;
1989309;;;;321452025;B2B - Bucle;Concluído;B2B GPON;32145;SAM - FATURADO ;53208 - PR - TLO - VIVO - OSP OBRA - CURIT (CTA) - (TLSV);EQUIPE TLSV - Gabriel;Atividade Concluida no campo ;Não se aplica ; $2 056,00 ;01/04/2025;
556337;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32212;SAM - FATURADO ;53203 - PR - TLC - VIVO - OSP - CURITIBA (CTA) - (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;130314965; $1 729,15 ;01/05/2025;
556345;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32216;SAM - FATURADO ;53203 - PR - TLC - VIVO - OSP - CURITIBA (CTA) - (TLSV);AMX - ENGENHARIA;Atividade Concluida no campo ;130314966; $4 793,58 ;01/05/2025;
559155;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32543;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;130316332; $1 049,90 ;01/05/2025;
559158;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32556;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316333; $15 780,62 ;01/05/2025;
559161;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32570;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;130316334; $1 686,67 ;01/05/2025;
559163;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;32573;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;; $2 393,78 ;01/05/2025;
559168;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32538;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130316080; $834,75 ;01/05/2025;
559169;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;32540;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $3 473,33 ;01/05/2025;
559170;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32601;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316081; $2 018,35 ;01/05/2025;
559174;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32603;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316335; $3 473,33 ;01/05/2025;
559175;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32607;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316082; $2 108,96 ;01/05/2025;
559178;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;32609;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;; $19 681,12 ;01/05/2025;
559181;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32612;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;130316083; $1 597,86 ;01/05/2025;
559184;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32613;SAM - CONCLUIDO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;AMX - ENGENHARIA;Atividade Concluida no campo ;130316360; $1 597,86 ;01/05/2025;
559263;;;;PRCTA_I01;OSP Control;Cancelado;SITES;32567;CANCELADO ;#N/D;;Cancelado;; $8 857,21 ;;
560165;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;32899;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $5 586,59 ;01/05/2025;
560166;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32905;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316336; $7 043,57 ;01/05/2025;
560167;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32909;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316085; $2 108,96 ;01/05/2025;
560168;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32912;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316337; $1 998,13 ;01/05/2025;
560557;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32956;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316374; $3 329,14 ;01/05/2025;
560558;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32998;SAM - CONCLUIDO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130316375; $1 597,86 ;01/05/2025;
560560;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;33000;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130316338; $942,35 ;01/05/2025;
564603;;;;Prumada;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33001;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;; $6 004,98 ;01/05/2025;
560565;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;33003;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Cleyton;Atividade Concluida no campo ;130316339; $12 404,13 ;01/05/2025;
560568;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;33006;SAM - FATURADO ;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316340; $4 783,90 ;01/05/2025;
560569;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33007;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 242,38 ;01/05/2025;
560570;;;;Prumada;OSP Control;Concluído;ADEQUAÇÃO PREDIAL;32957;SAM - CONCLUIDO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;130316086; $1 597,86 ;01/05/2025;
2720643;;;;PRCTA_G1M10;OSP Regional;Concluído;EMERGENCIAL;33034;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;; $8 164,47 ;01/05/2025;
561350;;;;SHOPPING CURITIBA ( REDE INTERNA );OSP Control;Draft - Enviado para a Fila Cidade;ADEQUAÇÃO PREDIAL;33076;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Pendente - Aguardando Aprovação (VIVO);; $16 556,67 ;;
563035;;;;SHOPPING CURITIBA ( REDE EXTERNA);OSP Control;Draft - Enviado para a Fila IMPL - Cadastro;ADEQUAÇÃO PREDIAL;33536;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Pendente - Aguardando Aprovação (VIVO);; $5 683,41 ;;
560539;;;;PRCTA_O1B38;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;APAGADO COBRE;33096;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $4 114,98 ;;
560544;;;;PRCTA_O1C97;OSP Control;Draft - Enviado para a Fila Cidade;APAGADO COBRE;33505;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $4 128,82 ;;
2721470;;;;PRCTA_G1M10;OSP Regional;Concluído;EMERGENCIAL;33124;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;; $5 850,83 ;01/05/2025;
561954;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33340;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $5 317,59 ;01/05/2025;
562112;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33342;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $8 311,02 ;01/05/2025;
562113;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33343;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $3 706,82 ;01/05/2025;
562115;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33344;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 926,72 ;01/05/2025;
562117;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33345;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $4 783,90 ;01/05/2025;
562118;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33347;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $835,77 ;01/05/2025;
562119;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33349;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $1 597,86 ;01/05/2025;
562188;;;;Prumada;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33350;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $4 783,90 ;01/05/2025;
2726996;;;;PRCTA_G1N95;OSP Regional;Concluído;MANUTENÇÃO PREVENTIVA CTA;33449;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;; $1 332,30 ;01/05/2025;
560546;;;; PRCTA_O1D26;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;APAGADO COBRE;33508;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);; $1 510,87 ;;
2729291;;;;PRCTA_G1I83;OSP Regional;Concluído;EMERGENCIAL;33528;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica; $511,84 ;01/06/2025;
562230;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para Fila Staff Orçamento BC;ADEQUAÇÃO PREDIAL;33605;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 915,61 ;01/06/2025;
562235;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33606;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $4 793,58 ;01/06/2025;
562239;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33607;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $2 436,52 ;01/06/2025;
Pendente ID;;;;PRCTA_VM;OSP Regional;Aguardando Fechamento;EMERGENCIAL;33816;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);Não se aplica; $2 313,19 ;;
562193;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33831;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $6 075,40 ;01/06/2025;
565570;;;;PRCTA_G1M16;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33863;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $3 996,26 ;01/06/2025;
565571;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33864;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $1 597,86 ;01/06/2025;
565572;;;;PRCTA_G1I37;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33865;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $12 637,62 ;01/06/2025;
565630;;;;PRCTA_G1M08;OSP Control;Draft - Enviado para a Fila HQ - Cadastro;ADEQUAÇÃO PREDIAL;33878;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $6 391,56 ;01/06/2025;
2736808;;;;Cano Laterais - PRCTA_G1I72;OSP Regional;Supervisor Cidade;INFRAESTRUTURA;33955;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica; $9 811,67 ;01/06/2025;
Pendente ID;;;;PRCTA_G1M10;OSP Regional;Aguardando Fechamento;EMERGENCIAL;33911;SAM - PENDENTE VIVO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Pendente - Aguardando Aprovação (VIVO);Não se aplica; $14 873,42 ;;
2730120;;;;PRCTA_G1M10;OSP Regional;Concluído;EMERGENCIAL;33613;SAM - CONCLUIDO;80272 - PR - TLO - VIVO CONSTRUCAO DE ARD OU SITE (TLSV);EQUIPE TLSV - Marcos;Atividade Concluida no campo ;Não se aplica; $3 440,20 ;01/06/2025;
